,Name,Surname,Division,Manager,Gender,LGBTQ,Nationality,Ethnicity,Disability,Age,Mobile Number,Email,Avez-vous déjà été victime/témoin de harcèlement sexuel ?,Avez-vous déjà été victime/témoin de discrimination raciale ?,Avez-vous déjà été témoin ou victime de discrimination fondée sur le genre au travail ?,Avez-vous déjà été témoin ou victime de discrimination fondée sur l'âge au travail ?,Avez-vous déjà été témoin ou victime de discrimination fondée sur le genre ou l’orientation sexuelle ?,"Avez-vous déjà été témoin ou victime de discrimination fondée sur votre religion, culture ?",Avez-vous déjà été témoin ou victime de discrimination basée sur votre état de santé ou handicap au travail ?,Avez-vous déjà été témoin ou victime de discrimination basée sur votre parentalité ou future parentalité ?,Avez-vous déjà ressenti une situation de harcèlement moral ou psychologique au travail ?,Vous sentez-vous en mesure de signaler en toute sécurité des préoccupations concernant des comportements inappropriés au travail ?,"Dans le cas où vous avez déjà fait un signalement, comment jugez-vous le traitement de votre plainte ? (1 à 10, 10 étant totalement satisfait)",Estimez-vous que l'égalité est respectée au sein de votre entreprise ? (1 à 10),Dans quelle mesure diriez-vous que votre entreprise valorise la diversité et l'inclusion ? (1 à 10),"Vous sentez-vous apprécié pour le travail que vous accomplissez, indépendamment de votre identité sexuelle, de votre race, de votre handicap ou de votre nationalité ? (1 à 10)","Vous sentez-vous heureux au travail ? (1 à 10, 10 étant la meilleure note)","Vous sentez-vous en sécurité au travail ? (1 à 10, 10 étant la meilleure note)","Comment évaluez-vous votre niveau de stress au travail ? (1 à 10, où 10 représente le plus faible niveau de stress)","Comment évaluez-vous la qualité des relations avec vos collègues de travail ? (1 à 10, 10 étant la meilleure note)","Recommanderiez-vous l’entreprise à un proche ? (1 à 10, 10 tout à fait)",Vous sentez-vous respecté(e) et entendu(e) par vos collègues et votre hiérarchie ? (1 à 10),"Pensez-vous que votre entreprise valorise et promeut activement un environnement de travail inclusif ? (1 à 10, 10 tout à fait)","Pensez-vous que la direction et les managers de votre entreprise sont engagés et responsables en matière de diversité et d'inclusion ? (1 à 10, 10 tout à fait)","Selon vous, quelles mesures l'entreprise devrait-elle prendre pour mieux prévenir et gérer les discriminations ?",Votre entreprise propose-t-elle des formations régulières sur la diversité et l'inclusion pour tous les employés ?,L'entreprise dispose-t-elle de politiques claires et accessibles concernant la lutte contre la discrimination et le harcèlement ?,Avez-vous accès à une personne de contact ou à un service dédié pour signaler les incidents de discrimination ou de harcèlement ?,Salaire_Annuel,Pays,Continent,Moyenne_Toutes_Colonnes_Num
2665,Nicole,Parsons,Finance,No,Male,No,Canadian,Asian,Yes,64,391 397 7081,Nicole.Parsons@mail.ca,Rarement,Rarement,Souvent,Jamais,Rarement,Souvent,Jamais,Jamais,Souvent,Parfois,2,5,7,9,5,8,5,10,7,9,7,9,Renforcer la sensibilisation à la diversité par des événements culturels et des formations interculturelles.,Non,Non,Non,20033,Canada,North America,6.92
2666,Cameron,Wallace,HR,Yes,Male,Yes,Taiwanese,White,No,25,719 437 7826,Cameron.Wallace@mail.ca,Régulièrement,Rarement,Souvent,Rarement,Rarement,Rarement,Jamais,Souvent,Souvent,Rarement,6,6,1,9,8,7,7,10,10,8,7,6,Promouvoir des politiques de tolérance zéro contre la discrimination.,Oui,Non,Non,21667,Taiwan,Asia,7.08
2667,Rylee,Bristow,IT,No,Male,No,Ukrainian,White,Yes,25,518 956 3188,Rylee.Bristow@mail.ca,Jamais,Parfois,Souvent,Régulièrement,Régulièrement,Jamais,Régulièrement,Souvent,Régulièrement,Régulièrement,7,9,7,5,6,5,10,10,7,9,5,5,Proposer des formations régulières sur la diversité et l'inclusion.,Non,Oui,Oui,61496,Ukraine,Europe,7.08
2668,Barry,Hope,RD,No,Male,No,Canadian,White,No,53,198 273 8448,Barry.Hope@mail.ca,Parfois,Régulièrement,Régulièrement,Parfois,Rarement,Parfois,Souvent,Souvent,Jamais,Souvent,2,5,10,2,9,5,7,9,6,6,8,9,Mettre en place un programme de mentorat pour favoriser l'intégration et l'avancement des minorités.,Non,Non,Non,67953,Canada,North America,6.5
2669,Nancy,Cork,Finance,No,Male,Prefer not to say,Colombian,Asian,Prefer not to say,52,311 703 2021,Nancy.Cork@mail.ca,Rarement,Rarement,Régulièrement,Jamais,Souvent,Parfois,Régulièrement,Jamais,Rarement,Parfois,5,10,3,5,9,7,7,8,8,7,9,9,Renforcer la sensibilisation à la diversité par des événements culturels et des formations interculturelles.,Oui,Non,Oui,76523,Colombia,South America,7.25
2670,Clarissa,Gordon,Sales,No,Female,No,Canadian,White,Yes,39,100 792 4602,Clarissa.Gordon@mail.ca,Rarement,Rarement,Rarement,Rarement,Jamais,Parfois,Rarement,Régulièrement,Jamais,Rarement,5,8,7,9,10,8,10,6,8,4,2,6,Mettre en place un programme de mentorat pour favoriser l'intégration et l'avancement des minorités.,Oui,Non,Non,55005,Canada,North America,6.92
2671,Isabel,Freeburn,Finance,No,Male,No,Canadian,White,No,29,140 288 8479,Isabel.Freeburn@mail.ca,Parfois,Rarement,Souvent,Régulièrement,Jamais,Souvent,Rarement,Parfois,Jamais,Parfois,7,9,8,10,8,5,6,8,8,3,8,9,Renforcer la sensibilisation à la diversité par des événements culturels et des formations interculturelles.,Oui,Non,Non,54418,Canada,North America,7.42
2672,Alan,Moreno,Marketing,No,Male,No,Ukrainian,White,Yes,34,813 179 6189,Alan.Moreno@mail.ca,Jamais,Souvent,Parfois,Parfois,Régulièrement,Parfois,Parfois,Rarement,Parfois,Rarement,3,3,8,8,7,6,8,8,10,4,7,2,Proposer des formations régulières sur la diversité et l'inclusion.,Non,Non,Non,28911,Ukraine,Europe,6.17
2673,Ronald,Cooper,RD,No,Female,No,Indian,White,No,26,692 530 4454,Ronald.Cooper@mail.ca,Jamais,Rarement,Rarement,Jamais,Souvent,Rarement,Jamais,Souvent,Parfois,Rarement,8,7,9,3,5,2,10,8,8,8,8,8,Promouvoir des politiques de tolérance zéro contre la discrimination.,Non,Non,Non,58986,India,Asia,7.0
2674,Livia,Mason,Marketing,No,Male,No,American,White,No,33,972 629 4334,Livia.Mason@mail.ca,Souvent,Jamais,Rarement,Rarement,Rarement,Rarement,Jamais,Souvent,Rarement,Jamais,6,9,8,10,8,4,5,10,9,10,4,6,Promouvoir des politiques de tolérance zéro contre la discrimination.,Non,Non,Non,51860,United States,North America,7.42
2675,Meredith,Griffiths,Finance,No,Male,No,Canadian,White,No,30,702 375 9559,Meredith.Griffiths@mail.ca,Rarement,Parfois,Souvent,Souvent,Jamais,Rarement,Régulièrement,Parfois,Jamais,Régulièrement,10,9,2,8,7,6,8,8,3,9,7,5,Créer un comité dédié à la diversité pour superviser les initiatives inclusives.,Non,Non,Non,88999,Canada,North America,6.83
2676,Ilona,Carter,Finance,No,Male,No,Malaysian,White,No,27,937 254 1921,Ilona.Carter@mail.ca,Souvent,Rarement,Rarement,Rarement,Rarement,Souvent,Rarement,Rarement,Jamais,Rarement,6,5,7,7,7,5,10,5,9,9,2,9,Renforcer la sensibilisation à la diversité par des événements culturels et des formations interculturelles.,Non,Non,Non,58799,Malaysia,Asia,6.75
2677,Vivian,Weldon,IT,No,Male,No,Canadian,White,No,43,842 737 6241,Vivian.Weldon@mail.ca,Rarement,Régulièrement,Souvent,Régulièrement,Souvent,Parfois,Souvent,Jamais,Parfois,Rarement,8,9,3,7,8,7,6,5,8,9,10,10,Créer un comité dédié à la diversité pour superviser les initiatives inclusives.,Oui,Non,Oui,70912,Canada,North America,7.5
2678,Bryce,Matthews,Marketing,No,Male,Prefer not to say,Libyan,Asian,No,55,424 590 7101,Bryce.Matthews@mail.ca,Jamais,Souvent,Souvent,Jamais,Rarement,Rarement,Jamais,Parfois,Régulièrement,Souvent,9,4,8,6,8,3,4,3,4,9,3,8,Proposer des formations régulières sur la diversité et l'inclusion.,Non,Non,Non,23293,Libya,Africa,5.75
2679,Alexander,Upsdell,Sales,No,Female,No,Canadian,Other,Yes,42,285 722 8633,Alexander.Upsdell@mail.ca,Rarement,Régulièrement,Jamais,Parfois,Jamais,Jamais,Rarement,Rarement,Jamais,Rarement,8,4,7,8,10,10,5,8,8,10,10,7,Renforcer la sensibilisation à la diversité par des événements culturels et des formations interculturelles.,Non,Non,Non,17828,Canada,North America,7.92
2680,Elijah,Collins,IT,No,Female,Yes,Canadian,White,No,32,105 812 4063,Elijah.Collins@mail.ca,Jamais,Rarement,Parfois,Rarement,Rarement,Rarement,Rarement,Rarement,Souvent,Parfois,3,10,8,5,9,8,8,9,2,8,8,5,Proposer des formations régulières sur la diversité et l'inclusion.,Oui,Non,Non,14882,Canada,North America,6.92
2681,Adalie,Lindop,IT,No,Female,Yes,Canadian,Middle Eastern,Yes,35,913 897 3248,Adalie.Lindop@mail.ca,Souvent,Parfois,Souvent,Parfois,Rarement,Souvent,Jamais,Souvent,Souvent,Parfois,3,9,2,2,4,10,8,6,5,9,7,8,Proposer des formations régulières sur la diversité et l'inclusion.,Non,Non,Non,85034,Canada,North America,6.08
2682,Alessia,Ring,Sales,No,Female,No,Canadian,Asian,No,26,211 702 3037,Alessia.Ring@mail.ca,Jamais,Parfois,Souvent,Rarement,Parfois,Parfois,Souvent,Souvent,Souvent,Souvent,9,9,4,8,9,7,7,9,4,7,6,9,Mettre en place un programme de mentorat pour favoriser l'intégration et l'avancement des minorités.,Non,Non,Oui,19736,Canada,North America,7.33
2683,Julian,Weldon,Finance,No,Male,No,English,White,No,55,542 257 9620,Julian.Weldon@mail.ca,Parfois,Jamais,Souvent,Souvent,Régulièrement,Jamais,Parfois,Rarement,Souvent,Régulièrement,8,8,6,7,6,5,8,7,6,10,1,9,Proposer des formations régulières sur la diversité et l'inclusion.,Oui,Non,Non,29114,United Kingdom,Europe,6.75
2684,Jasmine,Hancock,Finance,Yes,Prefer not to say,No,Philippine,Asian,No,42,805 946 3576,Jasmine.Hancock@mail.ca,Rarement,Rarement,Jamais,Régulièrement,Parfois,Rarement,Parfois,Souvent,Jamais,Jamais,7,3,8,9,8,3,8,10,8,8,6,9,Promouvoir des politiques de tolérance zéro contre la discrimination.,Non,Non,Non,23699,Philippines,Asia,7.25
2685,Erica,Nurton,IT,No,Male,No,Polish,White,No,43,106 267 9160,Erica.Nurton@mail.ca,Parfois,Parfois,Souvent,Jamais,Rarement,Régulièrement,Jamais,Parfois,Souvent,Rarement,9,9,3,4,6,5,8,6,7,9,4,6,Promouvoir des politiques de tolérance zéro contre la discrimination.,Non,Non,Oui,16220,Poland,Europe,6.33
2686,Nathan,Sylvester,Operations,No,Male,No,South African,White,No,60,798 251 8028,Nathan.Sylvester@mail.ca,Jamais,Régulièrement,Parfois,Rarement,Parfois,Régulièrement,Souvent,Souvent,Rarement,Rarement,2,2,8,2,4,4,9,8,6,10,7,6,Mettre en place un programme de mentorat pour favoriser l'intégration et l'avancement des minorités.,Non,Oui,Non,22956,South Africa,Africa,5.67
2687,Chanelle,Mills,Operations,No,Female,No,Canadian,White,No,34,858 601 8643,Chanelle.Mills@mail.ca,Parfois,Jamais,Souvent,Souvent,Régulièrement,Rarement,Rarement,Parfois,Rarement,Souvent,7,7,9,2,8,7,7,7,7,8,7,3,Mettre en place un programme de mentorat pour favoriser l'intégration et l'avancement des minorités.,Non,Non,Oui,57415,Canada,North America,6.58
2688,Daphne,Gilbert,Sales,No,Male,No,German,White,Yes,31,989 720 3495,Daphne.Gilbert@mail.ca,Rarement,Rarement,Rarement,Souvent,Jamais,Jamais,Rarement,Souvent,Rarement,Régulièrement,1,8,10,4,9,3,7,5,8,10,3,9,Promouvoir des politiques de tolérance zéro contre la discrimination.,Oui,Non,Oui,45537,Germany,Europe,6.42
2689,Clint,Weston,Marketing,No,Male,Yes,Greek,White,No,39,671 870 2710,Clint.Weston@mail.ca,Parfois,Souvent,Jamais,Jamais,Parfois,Parfois,Jamais,Rarement,Parfois,Souvent,9,7,5,5,6,9,5,10,9,8,6,8,Promouvoir des politiques de tolérance zéro contre la discrimination.,Non,Non,Non,46687,Greece,Europe,7.25
2690,Julianna,York,Finance,No,Female,No,Canadian,White,No,34,155 646 4226,Julianna.York@mail.ca,Parfois,Rarement,Jamais,Souvent,Parfois,Jamais,Parfois,Rarement,Rarement,Parfois,8,8,8,9,5,9,9,9,8,10,9,7,Mettre en place un programme de mentorat pour favoriser l'intégration et l'avancement des minorités.,Non,Non,Non,62503,Canada,North America,8.25
2691,Marigold,Wise,IT,No,Female,No,Philippine,White,No,32,486 735 9969,Marigold.Wise@mail.ca,Souvent,Jamais,Parfois,Souvent,Souvent,Jamais,Parfois,Rarement,Parfois,Souvent,9,9,10,9,9,5,9,5,10,5,9,8,Promouvoir des politiques de tolérance zéro contre la discrimination.,Non,Non,Non,67924,Philippines,Asia,8.08
2692,Josephine,Varndell,Sales,No,Male,Yes,Canadian,White,No,45,886 727 2073,Josephine.Varndell@mail.ca,Rarement,Souvent,Régulièrement,Parfois,Jamais,Parfois,Jamais,Rarement,Jamais,Rarement,9,9,10,10,2,10,10,6,9,9,7,5,Promouvoir des politiques de tolérance zéro contre la discrimination.,Non,Non,Non,81111,Canada,North America,8.0
2693,Sadie,Gregory,Operations,No,Prefer not to say,No,Indian,White,No,42,350 183 7162,Sadie.Gregory@mail.ca,Jamais,Régulièrement,Parfois,Parfois,Jamais,Jamais,Souvent,Souvent,Rarement,Jamais,5,5,9,6,6,7,6,9,8,9,10,8,Renforcer la sensibilisation à la diversité par des événements culturels et des formations interculturelles.,Oui,Non,Oui,56863,India,Asia,7.33
2694,Angelica,Santos,Sales,No,Male,Yes,American,White,No,36,531 541 4324,Angelica.Santos@mail.ca,Jamais,Régulièrement,Souvent,Jamais,Régulièrement,Rarement,Jamais,Jamais,Jamais,Rarement,8,7,9,5,9,5,7,10,8,4,6,3,Proposer des formations régulières sur la diversité et l'inclusion.,Non,Non,Non,46553,United States,North America,6.75
2695,Gemma,Little,IT,No,Male,No,Indian,White,No,26,958 259 6100,Gemma.Little@mail.ca,Jamais,Rarement,Souvent,Parfois,Souvent,Parfois,Jamais,Rarement,Rarement,Régulièrement,6,5,10,8,6,10,3,9,7,4,9,7,Promouvoir des politiques de tolérance zéro contre la discrimination.,Non,Non,Non,50621,India,Asia,7.0
2696,Aurelia,Attwood,Sales,No,Male,No,Canadian,White,No,37,403 323 2286,Aurelia.Attwood@mail.ca,Jamais,Rarement,Rarement,Parfois,Souvent,Parfois,Parfois,Souvent,Parfois,Rarement,6,7,9,4,9,7,2,5,8,6,8,10,Mettre en place un programme de mentorat pour favoriser l'intégration et l'avancement des minorités.,Non,Oui,Oui,69387,Canada,North America,6.75
2697,Gabriel,Darcy,Operations,No,Male,No,Canadian,Asian,No,33,340 740 7120,Gabriel.Darcy@mail.ca,Rarement,Régulièrement,Jamais,Parfois,Rarement,Parfois,Souvent,Souvent,Souvent,Jamais,9,9,6,6,7,1,4,7,7,6,8,5,Proposer des formations régulières sur la diversité et l'inclusion.,Non,Non,Non,34309,Canada,North America,6.25
2698,Cadence,King,HR,No,Male,No,American,Other,Yes,29,224 218 4057,Cadence.King@mail.ca,Souvent,Rarement,Jamais,Jamais,Régulièrement,Souvent,Jamais,Rarement,Jamais,Parfois,5,1,8,10,10,10,6,8,8,6,10,3,Mettre en place un programme de mentorat pour favoriser l'intégration et l'avancement des minorités.,Non,Non,Non,88830,United States,North America,7.08
2699,David,Fowler,Sales,No,Male,Prefer not to say,Swedish,Prefer not to say,No,25,423 474 8363,David.Fowler@mail.ca,Régulièrement,Souvent,Rarement,Rarement,Parfois,Souvent,Parfois,Rarement,Parfois,Parfois,7,8,3,7,9,8,9,10,8,10,3,9,Mettre en place un programme de mentorat pour favoriser l'intégration et l'avancement des minorités.,Non,Non,Non,54683,Sweden,Europe,7.58
2700,Jacob,Walker,HR,No,Male,No,Canadian,White,No,37,393 366 4333,Jacob.Walker@mail.ca,Rarement,Jamais,Souvent,Jamais,Jamais,Rarement,Souvent,Régulièrement,Parfois,Rarement,7,7,10,4,6,7,8,8,3,5,9,4,Mettre en place un programme de mentorat pour favoriser l'intégration et l'avancement des minorités.,Non,Non,Non,31819,Canada,North America,6.5
2701,Livia,Hale,IT,No,Male,No,Canadian,White,Yes,33,325 451 2615,Livia.Hale@mail.ca,Parfois,Souvent,Parfois,Parfois,Parfois,Rarement,Rarement,Jamais,Rarement,Souvent,1,9,7,9,7,2,1,8,8,2,8,9,Promouvoir des politiques de tolérance zéro contre la discrimination.,Non,Non,Non,75127,Canada,North America,5.92
2702,Daphne,Buckley,Operations,No,Female,No,Canadian,White,No,41,926 441 8432,Daphne.Buckley@mail.ca,Jamais,Régulièrement,Rarement,Rarement,Souvent,Parfois,Parfois,Régulièrement,Parfois,Jamais,4,3,8,8,9,9,4,9,7,10,10,10,Promouvoir des politiques de tolérance zéro contre la discrimination.,Non,Non,Non,14774,Canada,North America,7.58
2703,Fred,Brooks,HR,No,Female,No,English,Asian,No,30,791 597 3452,Fred.Brooks@mail.ca,Rarement,Souvent,Souvent,Rarement,Souvent,Parfois,Souvent,Rarement,Rarement,Parfois,8,9,10,6,9,8,9,9,4,9,1,4,Proposer des formations régulières sur la diversité et l'inclusion.,Non,Oui,Non,34647,United Kingdom,Europe,7.17
2704,Violet,Foxley,Sales,Yes,Prefer not to say,Yes,Vietnamese,White,No,28,117 620 7969,Violet.Foxley@mail.ca,Souvent,Jamais,Régulièrement,Rarement,Parfois,Souvent,Souvent,Parfois,Régulièrement,Jamais,6,5,9,5,9,7,6,7,6,7,10,8,Améliorer la transparence dans le traitement des signalements de discrimination.,Non,Non,Non,28207,Vietnam,Asia,7.08
2705,Laila,Bryson,Sales,No,Female,No,Ukrainian,Middle Eastern,No,42,416 307 3439,Laila.Bryson@mail.ca,Rarement,Rarement,Souvent,Rarement,Parfois,Régulièrement,Souvent,Rarement,Souvent,Jamais,9,9,1,3,5,8,6,6,9,7,5,4,Proposer des formations régulières sur la diversité et l'inclusion.,Non,Non,Non,25044,Ukraine,Europe,6.0
2706,Clint,Baker,IT,No,Male,No,Bangladeshi,Asian,No,41,895 270 7564,Clint.Baker@mail.ca,Jamais,Jamais,Souvent,Rarement,Rarement,Régulièrement,Parfois,Rarement,Parfois,Souvent,8,3,8,7,5,8,4,8,8,1,9,5,Créer un comité dédié à la diversité pour superviser les initiatives inclusives.,Non,Non,Oui,59241,Bangladesh,Asia,6.17
2707,Gabriel,Carter,Sales,No,Female,No,Canadian,White,Yes,45,866 154 5182,Gabriel.Carter@mail.ca,Parfois,Souvent,Rarement,Rarement,Parfois,Souvent,Rarement,Souvent,Rarement,Régulièrement,8,10,6,5,2,9,8,10,4,2,7,4,Promouvoir des politiques de tolérance zéro contre la discrimination.,Non,Non,Non,59518,Canada,North America,6.25
2708,Quinn,Kaur,HR,No,Male,No,Canadian,White,Prefer not to say,51,758 505 9042,Quinn.Kaur@mail.ca,Parfois,Rarement,Rarement,Parfois,Rarement,Jamais,Jamais,Rarement,Souvent,Parfois,9,9,10,9,6,8,9,7,5,8,5,9,Mettre en place un programme de mentorat pour favoriser l'intégration et l'avancement des minorités.,Non,Non,Non,83797,Canada,North America,7.83
2709,Anne,Khan,Operations,No,Female,Prefer not to say,Canadian,White,No,41,830 163 7409,Anne.Khan@mail.ca,Régulièrement,Régulièrement,Parfois,Souvent,Parfois,Parfois,Parfois,Parfois,Souvent,Rarement,2,7,8,10,3,9,7,7,9,6,9,5,Créer un comité dédié à la diversité pour superviser les initiatives inclusives.,Oui,Non,Non,76162,Canada,North America,6.83
2710,Johnny,Crawford,Sales,No,Male,No,Ukrainian,White,No,25,753 646 2835,Johnny.Crawford@mail.ca,Souvent,Jamais,Régulièrement,Rarement,Jamais,Rarement,Rarement,Rarement,Jamais,Jamais,5,1,8,9,8,9,9,1,7,6,9,8,Renforcer la sensibilisation à la diversité par des événements culturels et des formations interculturelles.,Oui,Non,Oui,66536,Ukraine,Europe,6.67
2711,William,Coleman,IT,Yes,Female,Yes,Canadian,White,No,26,516 602 5505,William.Coleman@mail.ca,Parfois,Jamais,Rarement,Rarement,Parfois,Parfois,Souvent,Souvent,Jamais,Parfois,8,8,3,10,7,2,3,9,8,3,9,8,Promouvoir des politiques de tolérance zéro contre la discrimination.,Non,Non,Non,35170,Canada,North America,6.5
2712,Peter,Richards,Sales,No,Female,No,Canadian,Middle Eastern,No,31,318 185 2313,Peter.Richards@mail.ca,Souvent,Régulièrement,Rarement,Rarement,Jamais,Rarement,Jamais,Régulièrement,Rarement,Jamais,5,10,7,9,8,5,9,6,7,7,2,2,Promouvoir des politiques de tolérance zéro contre la discrimination.,Non,Oui,Non,66369,Canada,North America,6.42
2713,Lana,Wilton,Sales,No,Male,No,Canadian,White,No,61,316 182 5486,Lana.Wilton@mail.ca,Jamais,Rarement,Parfois,Rarement,Rarement,Souvent,Jamais,Jamais,Parfois,Souvent,8,5,10,8,5,8,7,10,5,10,5,9,Créer un comité dédié à la diversité pour superviser les initiatives inclusives.,Non,Non,Non,29611,Canada,North America,7.5
2714,Jayden,Becker,Marketing,No,Male,No,Canadian,White,No,31,670 471 5302,Jayden.Becker@mail.ca,Souvent,Jamais,Rarement,Souvent,Jamais,Rarement,Jamais,Régulièrement,Parfois,Régulièrement,7,7,7,8,9,5,6,6,6,10,3,10,Proposer des formations régulières sur la diversité et l'inclusion.,Non,Non,Oui,86970,Canada,North America,7.0
2715,Boris,Morris,Operations,No,Male,Yes,Taiwanese,Middle Eastern,Yes,42,676 404 8568,Boris.Morris@mail.ca,Souvent,Souvent,Jamais,Jamais,Rarement,Souvent,Souvent,Souvent,Rarement,Souvent,5,4,2,6,7,1,7,3,9,9,7,3,Renforcer la sensibilisation à la diversité par des événements culturels et des formations interculturelles.,Non,Non,Non,24207,Taiwan,Asia,5.25
2716,Sadie,Robertson,Sales,No,Male,No,Philippine,White,No,45,789 406 5606,Sadie.Robertson@mail.ca,Jamais,Souvent,Parfois,Rarement,Parfois,Rarement,Souvent,Rarement,Rarement,Rarement,2,9,5,6,8,6,5,3,9,8,1,6,Créer un comité dédié à la diversité pour superviser les initiatives inclusives.,Non,Oui,Non,53320,Philippines,Asia,5.67
2717,Joyce,Roman,Finance,No,Female,No,Ethiopian,White,Yes,28,535 673 4015,Joyce.Roman@mail.ca,Jamais,Parfois,Jamais,Souvent,Jamais,Jamais,Rarement,Rarement,Jamais,Jamais,9,9,3,4,8,3,7,7,8,10,9,6,Promouvoir des politiques de tolérance zéro contre la discrimination.,Non,Non,Oui,61748,Ethiopia,Africa,6.92
2718,Fiona,Keys,IT,No,Male,No,Canadian,White,No,32,121 979 2102,Fiona.Keys@mail.ca,Rarement,Souvent,Rarement,Régulièrement,Jamais,Souvent,Parfois,Rarement,Rarement,Rarement,8,9,1,7,2,9,4,9,3,6,6,9,Promouvoir des politiques de tolérance zéro contre la discrimination.,Non,Non,Non,82911,Canada,North America,6.08
2719,Hailey,Dempsey,IT,No,Female,No,Vietnamese,White,No,38,617 881 9806,Hailey.Dempsey@mail.ca,Rarement,Rarement,Souvent,Rarement,Souvent,Parfois,Régulièrement,Régulièrement,Rarement,Souvent,7,6,5,7,7,8,7,9,5,9,1,8,Proposer des formations régulières sur la diversité et l'inclusion.,Non,Non,Non,43126,Vietnam,Asia,6.58
2720,Callie,Clarkson,Finance,No,Female,No,American,Asian,No,45,334 799 5857,Callie.Clarkson@mail.ca,Rarement,Souvent,Parfois,Jamais,Rarement,Souvent,Parfois,Parfois,Rarement,Jamais,8,6,8,8,3,8,8,8,7,8,8,6,Proposer des formations régulières sur la diversité et l'inclusion.,Non,Non,Non,30513,United States,North America,7.17
2721,Caleb,Brown,Sales,No,Female,No,Canadian,White,No,65,310 456 5562,Caleb.Brown@mail.ca,Rarement,Rarement,Parfois,Souvent,Souvent,Souvent,Régulièrement,Régulièrement,Jamais,Rarement,9,7,9,8,5,9,10,1,10,8,9,6,Renforcer la sensibilisation à la diversité par des événements culturels et des formations interculturelles.,Non,Non,Non,21724,Canada,North America,7.58
2722,Chris,Whatson,Marketing,No,Male,No,Canadian,White,No,58,119 902 2883,Chris.Whatson@mail.ca,Rarement,Rarement,Rarement,Rarement,Jamais,Rarement,Parfois,Régulièrement,Parfois,Rarement,10,9,8,6,8,2,9,7,9,9,8,9,Proposer des formations régulières sur la diversité et l'inclusion.,Non,Non,Non,75627,Canada,North America,7.83
2723,Chad,Knight,Sales,No,Male,No,Fijian,Middle Eastern,No,29,986 586 3733,Chad.Knight@mail.ca,Parfois,Souvent,Jamais,Parfois,Parfois,Rarement,Rarement,Rarement,Parfois,Rarement,7,10,7,3,9,5,9,5,6,10,3,10,Créer un comité dédié à la diversité pour superviser les initiatives inclusives.,Non,Non,Non,22340,Fiji,Oceania,7.0
2724,Boris,Pierce,Sales,No,Female,No,Canadian,Asian,No,29,607 331 2509,Boris.Pierce@mail.ca,Souvent,Jamais,Rarement,Parfois,Parfois,Jamais,Rarement,Souvent,Souvent,Régulièrement,9,5,3,3,10,1,3,10,4,8,10,6,Mettre en place un programme de mentorat pour favoriser l'intégration et l'avancement des minorités.,Non,Oui,Non,43565,Canada,North America,6.0
2725,Alan,Selby,IT,No,Female,No,Chinese,Asian,No,40,777 411 5269,Alan.Selby@mail.ca,Jamais,Parfois,Rarement,Régulièrement,Jamais,Jamais,Rarement,Rarement,Rarement,Jamais,3,8,8,6,2,9,10,6,9,7,5,5,Mettre en place un programme de mentorat pour favoriser l'intégration et l'avancement des minorités.,Non,Non,Oui,46936,China,Asia,6.5
2726,Dalia,Marshall,Marketing,Yes,Male,No,Canadian,Black,No,33,754 278 1118,Dalia.Marshall@mail.ca,Souvent,Rarement,Rarement,Jamais,Jamais,Parfois,Parfois,Rarement,Jamais,Parfois,8,8,2,4,7,4,8,1,1,8,2,6,Renforcer la sensibilisation à la diversité par des événements culturels et des formations interculturelles.,Non,Non,Non,32829,Canada,North America,4.92
2727,Chelsea,Torres,Marketing,No,Male,No,Canadian,Asian,No,37,181 905 9928,Chelsea.Torres@mail.ca,Jamais,Régulièrement,Jamais,Souvent,Souvent,Parfois,Souvent,Régulièrement,Régulièrement,Parfois,10,8,6,9,2,5,4,4,5,1,9,9,Proposer des formations régulières sur la diversité et l'inclusion.,Non,Non,Non,61128,Canada,North America,6.0
2728,Eduardo,Upton,Marketing,No,Prefer not to say,No,Saudi,White,No,44,322 774 6270,Eduardo.Upton@mail.ca,Souvent,Souvent,Jamais,Souvent,Rarement,Régulièrement,Jamais,Parfois,Souvent,Jamais,7,9,9,7,9,9,10,6,8,10,6,10,Créer un comité dédié à la diversité pour superviser les initiatives inclusives.,Oui,Non,Oui,74517,Saudi Arabia,Asia,8.33
2729,Sharon,Rigg,IT,No,Male,No,Canadian,Asian,No,35,496 948 9690,Sharon.Rigg@mail.ca,Régulièrement,Jamais,Rarement,Rarement,Souvent,Jamais,Parfois,Rarement,Régulièrement,Rarement,8,8,4,9,10,7,9,1,6,9,10,7,Améliorer la transparence dans le traitement des signalements de discrimination.,Non,Non,Oui,18915,Canada,North America,7.33
2730,Owen,Stevens,IT,No,Non-binary/non-conforming,No,Canadian,White,No,41,456 368 7967,Owen.Stevens@mail.ca,Jamais,Parfois,Parfois,Rarement,Rarement,Parfois,Rarement,Rarement,Souvent,Jamais,7,8,6,4,8,7,4,5,8,10,3,7,Proposer des formations régulières sur la diversité et l'inclusion.,Non,Oui,Non,60593,Canada,North America,6.42
